condition,size,alpha
supercritical,1,1.2
supercritical,119,1.2
supercritical,2,1.2
supercritical,2,1.2
supercritical,199,1.2
supercritical,1,1.2
supercritical,6,1.2
supercritical,2,1.2
supercritical,76,1.2
supercritical,225,1.2
supercritical,592,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,16,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,104,1.2
supercritical,297,1.2
supercritical,172,1.2
supercritical,10000,1.2
supercritical,27,1.2
supercritical,2,1.2
supercritical,5,1.2
supercritical,228,1.2
supercritical,115,1.2
supercritical,44,1.2
supercritical,312,1.2
supercritical,159,1.2
supercritical,10000,1.2
supercritical,82,1.2
supercritical,1879,1.2
supercritical,4,1.2
supercritical,289,1.2
supercritical,10000,1.2
supercritical,11,1.2
supercritical,1901,1.2
supercritical,633,1.2
supercritical,1,1.2
supercritical,77,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,4191,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,91,1.2
supercritical,8,1.2
supercritical,1,1.2
supercritical,49,1.2
supercritical,11,1.2
supercritical,1,1.2
supercritical,3279,1.2
supercritical,10000,1.2
supercritical,1170,1.2
supercritical,5663,1.2
supercritical,3,1.2
supercritical,4,1.2
supercritical,3,1.2
supercritical,1397,1.2
supercritical,10000,1.2
supercritical,549,1.2
supercritical,10000,1.2
supercritical,162,1.2
supercritical,11,1.2
supercritical,16,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,381,1.2
supercritical,17,1.2
supercritical,55,1.2
supercritical,59,1.2
supercritical,5,1.2
supercritical,25,1.2
supercritical,24,1.2
supercritical,11,1.2
supercritical,5392,1.2
supercritical,20,1.2
supercritical,102,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,4,1.2
supercritical,5,1.2
supercritical,10000,1.2
supercritical,188,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,2,1.2
supercritical,145,1.2
supercritical,771,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,6,1.2
supercritical,3,1.2
supercritical,9,1.2
supercritical,10000,1.2
supercritical,72,1.2
supercritical,812,1.2
supercritical,29,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,47,1.2
supercritical,568,1.2
supercritical,3,1.2
supercritical,601,1.2
supercritical,4110,1.2
supercritical,14,1.2
supercritical,953,1.2
supercritical,13,1.2
supercritical,290,1.2
supercritical,1365,1.2
supercritical,10000,1.2
supercritical,8,1.2
supercritical,14,1.2
supercritical,2,1.2
supercritical,3,1.2
supercritical,369,1.2
supercritical,10000,1.2
supercritical,12,1.2
supercritical,2,1.2
supercritical,5,1.2
supercritical,20,1.2
supercritical,5,1.2
supercritical,3,1.2
supercritical,779,1.2
supercritical,1,1.2
supercritical,48,1.2
supercritical,2680,1.2
supercritical,4,1.2
supercritical,101,1.2
supercritical,251,1.2
supercritical,204,1.2
supercritical,19,1.2
supercritical,8,1.2
supercritical,8409,1.2
supercritical,1215,1.2
supercritical,6,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,79,1.2
supercritical,1,1.2
supercritical,7,1.2
supercritical,1092,1.2
supercritical,5,1.2
supercritical,1346,1.2
supercritical,936,1.2
supercritical,4,1.2
supercritical,681,1.2
supercritical,979,1.2
supercritical,12,1.2
supercritical,3,1.2
supercritical,39,1.2
supercritical,10000,1.2
supercritical,164,1.2
supercritical,2,1.2
supercritical,311,1.2
supercritical,16,1.2
supercritical,87,1.2
supercritical,751,1.2
supercritical,37,1.2
supercritical,4490,1.2
supercritical,603,1.2
supercritical,118,1.2
supercritical,2,1.2
supercritical,8416,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,28,1.2
supercritical,4,1.2
supercritical,1121,1.2
supercritical,598,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,2919,1.2
supercritical,21,1.2
supercritical,7,1.2
supercritical,2,1.2
supercritical,2,1.2
supercritical,226,1.2
supercritical,54,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,905,1.2
supercritical,503,1.2
supercritical,1,1.2
supercritical,60,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,399,1.2
supercritical,10000,1.2
supercritical,4196,1.2
supercritical,6747,1.2
supercritical,67,1.2
supercritical,6,1.2
supercritical,3,1.2
supercritical,7,1.2
supercritical,141,1.2
supercritical,2,1.2
supercritical,4,1.2
supercritical,23,1.2
supercritical,3,1.2
supercritical,84,1.2
supercritical,10000,1.2
supercritical,985,1.2
supercritical,242,1.2
supercritical,79,1.2
supercritical,28,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,1024,1.2
supercritical,2,1.2
supercritical,10,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,209,1.2
supercritical,8692,1.2
supercritical,10,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,7,1.2
supercritical,2,1.2
supercritical,127,1.2
supercritical,15,1.2
supercritical,115,1.2
supercritical,1300,1.2
supercritical,51,1.2
supercritical,139,1.2
supercritical,10000,1.2
supercritical,5,1.2
supercritical,9,1.2
supercritical,557,1.2
supercritical,112,1.2
supercritical,2,1.2
supercritical,10,1.2
supercritical,23,1.2
supercritical,15,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,1318,1.2
supercritical,26,1.2
supercritical,298,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,4,1.2
supercritical,50,1.2
supercritical,3048,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,20,1.2
supercritical,9,1.2
supercritical,5,1.2
supercritical,2,1.2
supercritical,2542,1.2
supercritical,10000,1.2
supercritical,14,1.2
supercritical,10000,1.2
supercritical,5887,1.2
supercritical,26,1.2
supercritical,271,1.2
supercritical,17,1.2
supercritical,59,1.2
supercritical,1,1.2
supercritical,386,1.2
supercritical,1,1.2
supercritical,4883,1.2
supercritical,6083,1.2
supercritical,3,1.2
supercritical,7,1.2
supercritical,26,1.2
supercritical,93,1.2
supercritical,5,1.2
supercritical,88,1.2
supercritical,5,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,2584,1.2
supercritical,10000,1.2
supercritical,16,1.2
supercritical,36,1.2
supercritical,2,1.2
supercritical,54,1.2
supercritical,2,1.2
supercritical,112,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,1382,1.2
supercritical,1,1.2
supercritical,10,1.2
supercritical,1,1.2
supercritical,8,1.2
supercritical,2,1.2
supercritical,10,1.2
supercritical,14,1.2
supercritical,5,1.2
supercritical,209,1.2
supercritical,10000,1.2
supercritical,12,1.2
supercritical,2,1.2
supercritical,4,1.2
supercritical,10000,1.2
supercritical,69,1.2
supercritical,20,1.2
supercritical,2,1.2
supercritical,19,1.2
supercritical,5,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,37,1.2
supercritical,3,1.2
supercritical,14,1.2
supercritical,10000,1.2
supercritical,42,1.2
supercritical,7,1.2
supercritical,3,1.2
supercritical,3150,1.2
supercritical,133,1.2
supercritical,23,1.2
supercritical,3,1.2
supercritical,7,1.2
supercritical,10000,1.2
supercritical,39,1.2
supercritical,12,1.2
supercritical,39,1.2
supercritical,1896,1.2
supercritical,7,1.2
supercritical,2,1.2
supercritical,81,1.2
supercritical,237,1.2
supercritical,511,1.2
supercritical,10000,1.2
supercritical,10,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,17,1.2
supercritical,131,1.2
supercritical,241,1.2
supercritical,52,1.2
supercritical,3,1.2
supercritical,1136,1.2
supercritical,3435,1.2
supercritical,56,1.2
supercritical,28,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,7,1.2
supercritical,6,1.2
supercritical,10000,1.2
supercritical,2108,1.2
supercritical,219,1.2
supercritical,38,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,10,1.2
supercritical,1,1.2
supercritical,30,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,93,1.2
supercritical,71,1.2
supercritical,4387,1.2
supercritical,2244,1.2
supercritical,10000,1.2
supercritical,55,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,31,1.2
supercritical,11,1.2
supercritical,115,1.2
supercritical,1,1.2
supercritical,34,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,16,1.2
supercritical,10000,1.2
supercritical,16,1.2
supercritical,9,1.2
supercritical,18,1.2
supercritical,39,1.2
supercritical,148,1.2
supercritical,3179,1.2
supercritical,20,1.2
supercritical,4936,1.2
supercritical,45,1.2
supercritical,7,1.2
supercritical,213,1.2
supercritical,557,1.2
supercritical,59,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,5,1.2
supercritical,5,1.2
supercritical,269,1.2
supercritical,1,1.2
supercritical,1148,1.2
supercritical,4,1.2
supercritical,6,1.2
supercritical,42,1.2
supercritical,3,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,18,1.2
supercritical,10000,1.2
supercritical,119,1.2
supercritical,5,1.2
supercritical,15,1.2
supercritical,460,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,8,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,5894,1.2
supercritical,3,1.2
supercritical,1,1.2
supercritical,3,1.2
supercritical,16,1.2
supercritical,704,1.2
supercritical,133,1.2
supercritical,3,1.2
supercritical,33,1.2
supercritical,10000,1.2
supercritical,4615,1.2
supercritical,7,1.2
supercritical,10000,1.2
supercritical,476,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,669,1.2
supercritical,2,1.2
supercritical,35,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,8,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,22,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,38,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,11,1.2
supercritical,10000,1.2
supercritical,366,1.2
supercritical,10000,1.2
supercritical,9,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,9,1.2
supercritical,1,1.2
supercritical,344,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,2,1.2
supercritical,64,1.2
supercritical,159,1.2
supercritical,832,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,162,1.2
supercritical,10000,1.2
supercritical,48,1.2
supercritical,14,1.2
supercritical,10000,1.2
supercritical,78,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,277,1.2
supercritical,53,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,3,1.2
supercritical,2,1.2
supercritical,4,1.2
supercritical,6,1.2
supercritical,9,1.2
supercritical,15,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,271,1.2
supercritical,47,1.2
supercritical,18,1.2
supercritical,153,1.2
supercritical,6581,1.2
supercritical,16,1.2
supercritical,167,1.2
supercritical,10000,1.2
supercritical,9425,1.2
supercritical,16,1.2
supercritical,176,1.2
supercritical,2,1.2
supercritical,60,1.2
supercritical,10000,1.2
supercritical,38,1.2
supercritical,10000,1.2
supercritical,13,1.2
supercritical,10000,1.2
supercritical,75,1.2
supercritical,1,1.2
supercritical,82,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,5419,1.2
supercritical,5,1.2
supercritical,2868,1.2
supercritical,5,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,9,1.2
supercritical,99,1.2
supercritical,110,1.2
supercritical,60,1.2
supercritical,10000,1.2
supercritical,273,1.2
supercritical,13,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,50,1.2
supercritical,10000,1.2
supercritical,135,1.2
supercritical,4868,1.2
supercritical,200,1.2
supercritical,9351,1.2
supercritical,10000,1.2
supercritical,4,1.2
supercritical,2,1.2
supercritical,27,1.2
supercritical,424,1.2
supercritical,3,1.2
supercritical,1,1.2
supercritical,8,1.2
supercritical,10000,1.2
supercritical,378,1.2
supercritical,13,1.2
supercritical,2,1.2
supercritical,9,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,7,1.2
supercritical,22,1.2
supercritical,3,1.2
supercritical,6,1.2
supercritical,3,1.2
supercritical,1705,1.2
supercritical,509,1.2
supercritical,154,1.2
supercritical,11,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,3,1.2
supercritical,41,1.2
supercritical,1,1.2
supercritical,17,1.2
supercritical,78,1.2
supercritical,40,1.2
supercritical,7,1.2
supercritical,49,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,204,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,55,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,64,1.2
supercritical,435,1.2
supercritical,3,1.2
supercritical,248,1.2
supercritical,2,1.2
supercritical,115,1.2
supercritical,14,1.2
supercritical,201,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,5,1.2
supercritical,11,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,656,1.2
supercritical,10000,1.2
supercritical,111,1.2
supercritical,539,1.2
supercritical,1308,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,8,1.2
supercritical,3,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,47,1.2
supercritical,89,1.2
supercritical,50,1.2
supercritical,1,1.2
supercritical,6,1.2
supercritical,1,1.2
supercritical,12,1.2
supercritical,2,1.2
supercritical,61,1.2
supercritical,365,1.2
supercritical,44,1.2
supercritical,17,1.2
supercritical,11,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,754,1.2
supercritical,1192,1.2
supercritical,15,1.2
supercritical,5,1.2
supercritical,24,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,33,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,8842,1.2
supercritical,9,1.2
supercritical,1,1.2
supercritical,67,1.2
supercritical,59,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,34,1.2
supercritical,8,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,35,1.2
supercritical,57,1.2
supercritical,6082,1.2
supercritical,33,1.2
supercritical,10000,1.2
supercritical,140,1.2
supercritical,9637,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,276,1.2
supercritical,2,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,22,1.2
supercritical,6,1.2
supercritical,237,1.2
supercritical,9427,1.2
supercritical,9,1.2
supercritical,16,1.2
supercritical,10000,1.2
supercritical,2122,1.2
supercritical,10000,1.2
supercritical,17,1.2
supercritical,3,1.2
supercritical,14,1.2
supercritical,542,1.2
supercritical,1,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,16,1.2
supercritical,6536,1.2
supercritical,1,1.2
supercritical,277,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,370,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,425,1.2
supercritical,644,1.2
supercritical,272,1.2
supercritical,7,1.2
supercritical,2,1.2
supercritical,77,1.2
supercritical,27,1.2
supercritical,682,1.2
supercritical,18,1.2
supercritical,7,1.2
supercritical,5,1.2
supercritical,3,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,8,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,960,1.2
supercritical,7,1.2
supercritical,248,1.2
supercritical,549,1.2
supercritical,77,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,820,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,7,1.2
supercritical,2,1.2
supercritical,99,1.2
supercritical,506,1.2
supercritical,6,1.2
supercritical,48,1.2
supercritical,354,1.2
supercritical,15,1.2
supercritical,10000,1.2
supercritical,1607,1.2
supercritical,1,1.2
supercritical,128,1.2
supercritical,3,1.2
supercritical,58,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,13,1.2
supercritical,5,1.2
supercritical,3,1.2
supercritical,44,1.2
supercritical,1,1.2
supercritical,53,1.2
supercritical,1,1.2
supercritical,7,1.2
supercritical,3,1.2
supercritical,10000,1.2
supercritical,662,1.2
supercritical,8,1.2
supercritical,1,1.2
supercritical,37,1.2
supercritical,3,1.2
supercritical,46,1.2
supercritical,8267,1.2
supercritical,119,1.2
supercritical,151,1.2
supercritical,49,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,36,1.2
supercritical,6,1.2
supercritical,21,1.2
supercritical,2,1.2
supercritical,157,1.2
supercritical,32,1.2
supercritical,1,1.2
supercritical,3,1.2
supercritical,26,1.2
supercritical,10000,1.2
supercritical,65,1.2
supercritical,305,1.2
supercritical,7,1.2
supercritical,69,1.2
supercritical,19,1.2
supercritical,217,1.2
supercritical,1,1.2
supercritical,29,1.2
supercritical,5,1.2
supercritical,7,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,6,1.2
supercritical,35,1.2
supercritical,10000,1.2
supercritical,14,1.2
supercritical,907,1.2
supercritical,10000,1.2
supercritical,6,1.2
supercritical,12,1.2
supercritical,9,1.2
supercritical,7665,1.2
supercritical,1,1.2
supercritical,6,1.2
supercritical,295,1.2
supercritical,64,1.2
supercritical,17,1.2
supercritical,48,1.2
supercritical,3,1.2
supercritical,16,1.2
supercritical,32,1.2
supercritical,10000,1.2
supercritical,4,1.2
supercritical,10000,1.2
supercritical,175,1.2
supercritical,1,1.2
supercritical,631,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,5,1.2
supercritical,4,1.2
supercritical,11,1.2
supercritical,9,1.2
supercritical,10,1.2
supercritical,6,1.2
supercritical,128,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,4303,1.2
supercritical,25,1.2
supercritical,10000,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,124,1.2
supercritical,21,1.2
supercritical,65,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,153,1.2
supercritical,1367,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,739,1.2
supercritical,16,1.2
supercritical,19,1.2
supercritical,6,1.2
supercritical,107,1.2
supercritical,2,1.2
supercritical,138,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,7,1.2
supercritical,3,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,53,1.2
supercritical,26,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,216,1.2
supercritical,9,1.2
supercritical,24,1.2
supercritical,4,1.2
supercritical,8,1.2
supercritical,187,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,9645,1.2
supercritical,1,1.2
supercritical,3,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,21,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,1125,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,8524,1.2
supercritical,349,1.2
supercritical,10000,1.2
supercritical,2894,1.2
supercritical,8,1.2
supercritical,1711,1.2
supercritical,4,1.2
supercritical,7,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,5,1.2
supercritical,39,1.2
supercritical,11,1.2
supercritical,10000,1.2
supercritical,7,1.2
supercritical,1877,1.2
supercritical,10000,1.2
supercritical,17,1.2
supercritical,10,1.2
supercritical,979,1.2
supercritical,10000,1.2
supercritical,1131,1.2
supercritical,3,1.2
supercritical,10000,1.2
supercritical,11,1.2
supercritical,73,1.2
supercritical,7348,1.2
supercritical,2,1.2
supercritical,2152,1.2
supercritical,93,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,15,1.2
supercritical,7662,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,5,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,9,1.2
supercritical,1084,1.2
supercritical,213,1.2
supercritical,77,1.2
supercritical,43,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,18,1.2
supercritical,2,1.2
supercritical,92,1.2
supercritical,4,1.2
supercritical,7,1.2
supercritical,24,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,327,1.2
supercritical,16,1.2
supercritical,10000,1.2
supercritical,376,1.2
supercritical,1,1.2
supercritical,120,1.2
supercritical,1,1.2
supercritical,1982,1.2
supercritical,10000,1.2
supercritical,44,1.2
supercritical,311,1.2
supercritical,3,1.2
supercritical,17,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,4,1.2
supercritical,19,1.2
supercritical,506,1.2
supercritical,10,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,10,1.2
supercritical,478,1.2
supercritical,3,1.2
supercritical,208,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,55,1.2
supercritical,2854,1.2
supercritical,7,1.2
supercritical,89,1.2
supercritical,30,1.2
supercritical,10000,1.2
supercritical,975,1.2
supercritical,703,1.2
supercritical,1,1.2
supercritical,53,1.2
supercritical,23,1.2
supercritical,10000,1.2
supercritical,4,1.2
supercritical,4,1.2
supercritical,14,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,59,1.2
supercritical,10000,1.2
supercritical,7282,1.2
supercritical,5,1.2
supercritical,52,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,13,1.2
supercritical,12,1.2
supercritical,6,1.2
supercritical,21,1.2
supercritical,4,1.2
supercritical,10,1.2
supercritical,3120,1.2
supercritical,7994,1.2
supercritical,6,1.2
supercritical,23,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,3,1.2
supercritical,291,1.2
supercritical,78,1.2
supercritical,55,1.2
supercritical,10000,1.2
supercritical,1,1.2
supercritical,8,1.2
supercritical,47,1.2
supercritical,4178,1.2
supercritical,3,1.2
supercritical,3364,1.2
supercritical,12,1.2
supercritical,2,1.2
supercritical,1229,1.2
supercritical,1,1.2
supercritical,37,1.2
supercritical,1,1.2
supercritical,9,1.2
supercritical,98,1.2
supercritical,58,1.2
supercritical,13,1.2
supercritical,16,1.2
supercritical,3,1.2
supercritical,20,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,42,1.2
supercritical,47,1.2
supercritical,1972,1.2
supercritical,6,1.2
supercritical,26,1.2
supercritical,10000,1.2
supercritical,264,1.2
supercritical,2,1.2
supercritical,2,1.2
supercritical,3,1.2
supercritical,1447,1.2
supercritical,5,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,3,1.2
supercritical,3,1.2
supercritical,15,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,21,1.2
supercritical,14,1.2
supercritical,57,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,3,1.2
supercritical,24,1.2
supercritical,29,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,10,1.2
supercritical,316,1.2
supercritical,3,1.2
supercritical,15,1.2
supercritical,58,1.2
supercritical,10000,1.2
supercritical,7,1.2
supercritical,2,1.2
supercritical,28,1.2
supercritical,959,1.2
supercritical,1,1.2
supercritical,15,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,27,1.2
supercritical,5,1.2
supercritical,10000,1.2
supercritical,100,1.2
supercritical,20,1.2
supercritical,13,1.2
supercritical,31,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,223,1.2
supercritical,224,1.2
supercritical,10000,1.2
supercritical,1062,1.2
supercritical,19,1.2
supercritical,114,1.2
supercritical,339,1.2
supercritical,36,1.2
supercritical,25,1.2
supercritical,177,1.2
supercritical,58,1.2
supercritical,174,1.2
supercritical,114,1.2
supercritical,572,1.2
supercritical,171,1.2
supercritical,39,1.2
supercritical,306,1.2
supercritical,19,1.2
supercritical,3,1.2
supercritical,1,1.2
supercritical,60,1.2
supercritical,87,1.2
supercritical,10000,1.2
supercritical,9,1.2
supercritical,12,1.2
supercritical,3,1.2
supercritical,1,1.2
supercritical,1651,1.2
supercritical,4,1.2
supercritical,109,1.2
supercritical,337,1.2
supercritical,24,1.2
supercritical,10000,1.2
supercritical,18,1.2
supercritical,5,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,2,1.2
supercritical,1,1.2
supercritical,1,1.2
supercritical,5,1.2
supercritical,10000,1.2
supercritical,59,1.2
supercritical,10,1.2
supercritical,10000,1.2
supercritical,20,1.2
supercritical,6,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,36,1.2
supercritical,2416,1.2
supercritical,2,1.2
supercritical,70,1.2
supercritical,10000,1.2
supercritical,5,1.2
supercritical,2718,1.2
supercritical,29,1.2
supercritical,1,1.2
supercritical,1337,1.2
supercritical,2,1.2
supercritical,147,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,5,1.2
supercritical,3,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,503,1.2
supercritical,869,1.2
supercritical,31,1.2
supercritical,25,1.2
supercritical,1,1.2
supercritical,60,1.2
supercritical,4,1.2
supercritical,10000,1.2
supercritical,2871,1.2
supercritical,14,1.2
supercritical,2,1.2
supercritical,2193,1.2
supercritical,1,1.2
supercritical,2,1.2
supercritical,3,1.2
supercritical,58,1.2
supercritical,2283,1.2
supercritical,6,1.2
supercritical,1,1.2
supercritical,22,1.2
supercritical,986,1.2
supercritical,3,1.2
supercritical,3,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,10000,1.2
supercritical,3798,1.2
supercritical,2,1.2
supercritical,3,1.2
supercritical,7,1.2
supercritical,6,1.2
supercritical,10000,1.2
supercritical,2395,1.2
supercritical,624,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,6617,1.2
supercritical,2,1.2
supercritical,10000,1.2
supercritical,4,1.2
supercritical,1,1.2
supercritical,210,1.2
supercritical,201,1.2
supercritical,1,1.2
supercritical,6,1.2
supercritical,10000,1.2
supercritical,290,1.2
supercritical,697,1.2
supercritical,3,1.2
supercritical,1,1.2
supercritical,5,1.2
supercritical,4,1.2
supercritical,3,1.2
supercritical,2,1.2
supercritical,71,1.2
supercritical,7,1.2
supercritical,5343,1.2
supercritical,2,1.2
supercritical,22,1.2
supercritical,1,1.2
supercritical,26,1.2
supercritical,1,1.2
supercritical,10000,1.2
supercritical,2483,1.2
supercritical,29,1.2
supercritical,1,1.2
supercritical,88,1.2
supercritical,1224,1.2
supercritical,2,1.2
supercritical,66,1.2
